question,expanded_correct_options,expanded_incorrect_options
From what country is the fox?,"['england', 'hunting in forests', 'trapping in woodlands', 'nesting in agricultural fields', 'foraging near rural settlements', 'breeding in temperate climates']","['rural area', 'mountains', 'hen house', 'united states', 'farming in deserts', 'hiking in urban areas', 'fishing in coastal cities', 'gardening in tundras', 'migrating to tropical regions', 'camping in arctic zones']"
What can be done with a product on a table?,"['demonstration', 'product testing', 'visual display setup', 'interactive presentation creation', 'customer engagement activity', 'thematic arrangement for marketing']","['apartment', 'tablecloth', 'dining room', 'furniture store', 'decorative placement for storage', 'temporary arrangement for shipping', 'surface preparation for painting', 'static display for inventory', 'unpacking for storage', 'general cleaning of surroundings']"
"The soldiers were on the run and in danger, they entered a building to hold up but first they had to make sure it was what?","['secure', 'clear of threats', 'structurally sound', 'easily defensible', 'well-camouflaged', 'adequately stocked']","['full of people', 'safety', 'lie', 'being safe', 'fully illuminated', 'abandoned for years', 'historically significant', 'surrounded by allies', 'infamous for ambushes', 'equipped with traps']"
"The trees formed a forest, what did they do?","['stand together', 'intertwine roots', 'provide habitat for wildlife', 'create a microclimate', 'absorb carbon dioxide', 'influence soil moisture levels']","['branch out', 'it will give rain', 'produce fruit', 'grow bigger', 'filter pollutants from the air', 'shade the ground surface', 'attract insect populations', 'increase sunlight penetration', 'stabilize ground temperature', 'enhance soil nutrient content']"
where do women throw loose credit cards?,"['purse', 'wallet', 'inside a designated cardholder', 'in a travel organizer', 'into a secure compartment of a backpack', 'in a zippered pocket of a jacket']","['envelope', 'help person track expenses', 'floor', 'a decorative box on a shelf', 'in a drawer with miscellaneous items', 'inside a book for safekeeping', 'on a table next to bills', 'in a shopping bag after purchase', ""in a car's glove compartment"", 'underneath a couch cushion']"
Where would a brave squirrel be found?,"['street', 'climbing a fence', 'navigating through traffic', 'searching for food scraps', 'exploring a construction site', 'crossing a busy intersection']","['forest', 'tree', 'yard', 'park', 'hiding underground', 'resting in a nest', 'foraging in a garden', 'sheltering from rain', 'playing in a playground', 'gathering acorns in a field']"
"The tennis court suffered from fraternity pranks, where was it located?","['college campus', 'university sports complex', 'residential dormitory area', 'student recreation center', 'athletic facility on campus', 'nearby student housing development']","['michigan', 'health club', 'wimbledon', 'town', 'private country club', 'high school gymnasium', 'local community center', 'downtown public park', 'suburban tennis academy', 'city recreation department']"
If you have a small dog it is good to have what?,"['own home', 'a safe crate for travel', 'regular vet check-ups for health', 'a consistent training routine for behavior', 'a reliable dog walker for exercise', 'a socialization schedule with other dogs']","['backyard', 'basket', 'front yard', 'dog show', 'a large doghouse for shelter', 'a grooming salon for aesthetics', 'a pet store for supplies', 'an outdoor pool for fun', 'a dog-friendly cafe for outings', 'a dog park for playtime']"
"The news held a forum on who people would choose, they had a group that was what?","['undecided', 'gathering insights', 'exploring possibilities', 'analyzing perspectives', 'weighing options', 'evaluating preferences']","['reject', 'predetermination', 'force', 'blank', 'misinterpreting data', 'overlooking trends', 'assuming outcomes', 'selecting biases', 'focusing on extremes', 'ignoring feedback']"
Where is a good place to keep a shoe?,"['closet', 'newspaper-lined drawer', 'under the bed for ventilation', 'shoe rack near the entrance', 'sealed bag in a cool area', 'temperature-controlled storage unit']","['left foot', 'wedding', 'shoebox', 'house', 'display case for trophies', 'outdoor garden shed', 'refrigerator for freshness', 'car trunk for convenience', 'on the kitchen counter for easy access', 'in a suitcase for travel']"
What would you put on your foot first before anything else?,"['sock', 'new correct option 1: protective foot covering', 'new correct option 2: moisture-absorbing layer', 'new correct option 3: thermal insulation layer', 'new correct option 4: base layer for comfort', 'new correct option 5: foot hygiene barrier']","['fungus', 'shoe', 'grave', 'table', 'plausible wrong option: foot powder application', 'contextual wrong option: ankle brace without sock', 'mechanism failure option: foot cream application first', 'obvious wrong option: barefoot on ice', 'plausible wrong option: decorative foot wrap', 'contextual wrong option: athletic tape directly on skin']"
"When they discovered horses, what did Native Americans do with the plains landscape?","['dominated', 'established extensive trade networks', 'utilized mobility for hunting strategies', 'adapted agricultural practices to grazing patterns', 'expanded territorial boundaries through movement', 'enhanced communal living structures for herding']","['ocean', 'raised on farms', 'play', 'eat grass', 'constructed permanent settlements in forests', 'developed sailing routes for trade', 'hunted exclusively in mountains', 'created rigid social hierarchies', 'focused solely on crop cultivation', 'built urban centers along rivers']"
"The athlete was competing in a race and saw the finish line, what did he feel as a result?","['adrenaline rush', 'heightened focus on technique', 'surge of determination to accelerate', 'intensified competitive spirit driving effort', 'increased awareness of pacing strategy', 'boost in motivation to surpass personal best']","['strength', 'increased effort', 'vain thoughts', 'winning or losing', 'premature fatigue from overexertion', 'distraction from surrounding competitors', 'confidence in guaranteed victory', 'reluctance to push harder', 'overwhelming anxiety about performance', 'doubt about physical capability']"
"The factory made all sorts of specialized toys; AK47's, MiGs, anything having to do with what?","['russia', 'military technology development', 'defense industry manufacturing', 'strategic arms production', 'aerospace engineering innovations', 'combat simulation design']","['free trade zones', 'industrial park', 'napoleon', 'workers', 'toy safety regulations', 'recreational vehicle assembly', 'consumer electronics production', 'artisanal craft workshops', 'educational toy development', 'non-profit toy distribution']"
Farmers will plant an apple tree because they do what?,"['produce fruit', 'establish a sustainable ecosystem', 'cultivate soil nutrients for growth', 'create a habitat for pollinators', 'implement crop rotation for yield improvement', 'enhance biodiversity in agricultural practices']","['bud', 'state park', 'provide shelter', 'back yard', 'harvest apples in winter', 'plant only in spring', 'water only during drought', 'fertilize once a year', 'prune trees only after fruiting', 'use only organic pesticides']"
